spCollection,sample_name,core_ORF,ARG,MRG_type,MRG,NearestDistance,ARG_type
AMDSedi,AMDSedi_T2-4.metabat2.37_sub.contigs.fa_T2-4.filtered,NODE_281_length_44266_cov_205.070527_T2-4_11,bcrA,Multi-metal_resistance,ARSBM,2807,bacitracin
AMDSedi,AMDSedi_T2-4.metabat2.38.contigs.fa_T2-4.filtered,NODE_32_length_131979_cov_22.708908_T2-4_111,clbB,Chromium_resistance,RECG,6036,phenicol
AMDSedi,AMDSedi_T2-4.metabat2.38.contigs.fa_T2-4.filtered,NODE_5_length_204997_cov_30.093606_T2-4_175,major_facilitator_superfamily_transporter,Arsenic_resistance,ARST,6531,multidrug
AMDSedi,AMDSedi_T2-5.concoct.92_sub.contigs.fa_T2-5.filtered,NODE_404_length_36404_cov_3.379442_T2-5_27,TaeA,Copper_resistance,DNAK,3808,pleuromutilin
AMDSedi,AMDSedi_T2-5.concoct.93.contigs.fa_T2-5.filtered,NODE_12162_length_4755_cov_2.409896_T2-5_5,clbB,Copper_resistance,DNAK,2585,phenicol
AMDSedi,AMDSedi_T2-5.metabat2.36.contigs.fa_T2-5.filtered,NODE_286_length_43131_cov_421.388127_T2-5_38,bcrA,Multi-metal_resistance,ARSBM,3746,bacitracin
AMDSedi,AMDSedi_T2-5.metabat2.65.contigs.fa_T2-5.filtered,NODE_16_length_132004_cov_20.912547_T2-5_18,clbB,Chromium_resistance,RECG,7284,phenicol
AMDSedi,AMDSedi_T2-5.metabat2.65.contigs.fa_T2-5.filtered,NODE_324_length_40916_cov_25.389125_T2-5_12,major_facilitator_superfamily_transporter,Arsenic_resistance,ARST,6531,multidrug
AMDSedi,AMDSedi_T2-5.metabat2.69.contigs.fa_T2-5.filtered,NODE_116_length_66450_cov_5.512778_T2-5_48,bcrA,Copper_resistance,COPA,44531,bacitracin
AMDSedi,AMDSedi_T2-5.metabat2.69.contigs.fa_T2-5.filtered,NODE_14_length_133525_cov_7.768115_T2-5_45,multidrug_ABC_transporter,Iron_resistance,ACN,11566,multidrug
AMDSedi,AMDSedi_T2-5.metabat2.69.contigs.fa_T2-5.filtered,NODE_14_length_133525_cov_7.768115_T2-5_52,patA,Iron_resistance,ACN,20665,fluoroquinolone
AMDSedi,AMDSedi_TL1-1.concoct.12_sub.contigs.fa_TL1-1.filtered,NODE_1916_length_36441_cov_8.854436_TL1-1_36,rosA,Arsenic_resistance,AIOR,20921,fosmidomycin
AMDSedi,AMDSedi_TL1-1.concoct.13.contigs.fa_TL1-1.filtered,NODE_100_length_178607_cov_2.695663_TL1-1_139,patA,Arsenic_resistance,PSTB,118279,fluoroquinolone
AMDSedi,AMDSedi_TL1-1.concoct.13.contigs.fa_TL1-1.filtered,NODE_100_length_178607_cov_2.695663_TL1-1_2,tetA(48),Arsenic_resistance,PSTB,30591,tetracycline
AMDSedi,AMDSedi_TL1-1.concoct.13.contigs.fa_TL1-1.filtered,NODE_100_length_178607_cov_2.695663_TL1-1_74,patA,Arsenic_resistance,PSTB,48432,fluoroquinolone
AMDSedi,AMDSedi_TL1-1.concoct.13.contigs.fa_TL1-1.filtered,NODE_1066_length_51197_cov_2.510789_TL1-1_14,multidrug_ABC_transporter,Multi-metal_resistance,IRLR,3277,multidrug
AMDSedi,AMDSedi_TL1-1.concoct.13.contigs.fa_TL1-1.filtered,NODE_1709_length_39267_cov_2.541594_TL1-1_16,sul4,Multi-metal_resistance,IRLR,4225,sulfonamide
AMDSedi,AMDSedi_TL1-1.concoct.13.contigs.fa_TL1-1.filtered,NODE_1709_length_39267_cov_2.541594_TL1-1_35,rpsD_(ramA_or_sud2),Multi-metal_resistance,IRLR,16233,unclassified
AMDSedi,AMDSedi_TL1-1.concoct.13.contigs.fa_TL1-1.filtered,NODE_5196_length_18862_cov_2.602989_TL1-1_5,chloramphenicol_and_florfenicol_resistance,Multi-metal_resistance,RECGM,6808,phenicol
AMDSedi,AMDSedi_TL1-1.concoct.13.contigs.fa_TL1-1.filtered,NODE_525_length_78956_cov_2.660658_TL1-1_2,vanD,Iron_resistance,ACN,7982,glycopeptide
AMDSedi,AMDSedi_TL1-1.concoct.13.contigs.fa_TL1-1.filtered,NODE_543_length_77656_cov_2.566769_TL1-1_5,patA,Multi-metal_resistance,IRLR,44451,fluoroquinolone
AMDSedi,AMDSedi_TL1-1.concoct.13.contigs.fa_TL1-1.filtered,NODE_677_length_68380_cov_2.484623_TL1-1_52,kasugamycin_resistance_protein_ksgA,Multi-metal_resistance,IRLR,17142,aminoglycoside
AMDSedi,AMDSedi_TL1-1.concoct.13.contigs.fa_TL1-1.filtered,NODE_682_length_67745_cov_2.543361_TL1-1_55,patA,Multi-metal_resistance,RUVBM,26576,fluoroquinolone
AMDSedi,AMDSedi_TL1-1.concoct.141.contigs.fa_TL1-1.filtered,NODE_3219_length_26072_cov_1.341646_TL1-1_23,sul4,Copper_resistance,DNAK,21307,sulfonamide
AMDSedi,AMDSedi_TL1-1.concoct.143.contigs.fa_TL1-1.filtered,NODE_7887_length_14175_cov_4.626424_TL1-1_12,EmrB-QacA_family_major_facilitator_transporter,Copper_resistance,CORR,3000,multidrug
AMDSedi,AMDSedi_TL1-1.concoct.179_sub.contigs.fa_TL1-1.filtered,NODE_10076_length_12020_cov_1.494913_TL1-1_2,dfrA3,Multi-metal_resistance,CTPC,7848,diaminopyrimidine
AMDSedi,AMDSedi_TL1-1.concoct.179_sub.contigs.fa_TL1-1.filtered,NODE_2794_length_28474_cov_1.736974_TL1-1_18,kasugamycin_resistance_protein_ksgA,Multi-metal_resistance,RECGM,15552,aminoglycoside
AMDSedi,AMDSedi_TL1-1.concoct.179_sub.contigs.fa_TL1-1.filtered,NODE_8296_length_13683_cov_1.668413_TL1-1_6,cystathionine_beta-lyase_patB,Multi-metal_resistance,ARSBM,3159,unclassified
AMDSedi,AMDSedi_TL1-1.concoct.18_sub.contigs.fa_TL1-1.filtered,NODE_1625_length_40618_cov_2.228199_TL1-1_16,MexV,Multi-metal_resistance,MGTA,14835,multidrug
AMDSedi,AMDSedi_TL1-1.concoct.18_sub.contigs.fa_TL1-1.filtered,NODE_420_length_91749_cov_2.211871_TL1-1_65,multidrug_ABC_transporter,Copper_resistance,COPF,19330,multidrug
AMDSedi,AMDSedi_TL1-1.concoct.18_sub.contigs.fa_TL1-1.filtered,NODE_952_length_54851_cov_2.376727_TL1-1_35,sul4,Arsenic_resistance,PSTC,8331,sulfonamide
AMDSedi,AMDSedi_TL1-1.concoct.18_sub.contigs.fa_TL1-1.filtered,NODE_978_length_53935_cov_2.153992_TL1-1_8,dfrA3,Copper_resistance,DNAK,38073,diaminopyrimidine
AMDSedi,AMDSedi_TL1-1.concoct.26.contigs.fa_TL1-1.filtered,NODE_5264_length_18729_cov_1.343780_TL1-1_11,kasugamycin_resistance_protein_ksgA,Multi-metal_resistance,IRLS,2424,aminoglycoside
AMDSedi,AMDSedi_TL1-1.concoct.38.contigs.fa_TL1-1.filtered,NODE_1050_length_51612_cov_3.026318_TL1-1_35,macB,Copper_resistance,COPF,7533,MLS
AMDSedi,AMDSedi_TL1-1.concoct.38.contigs.fa_TL1-1.filtered,NODE_1050_length_51612_cov_3.026318_TL1-1_36,macA,Copper_resistance,COPF,6290,MLS
AMDSedi,AMDSedi_TL1-1.concoct.38.contigs.fa_TL1-1.filtered,NODE_129_length_162678_cov_3.057853_TL1-1_33,dfrA1,Copper_resistance,DNAK,89072,diaminopyrimidine
AMDSedi,AMDSedi_TL1-1.concoct.38.contigs.fa_TL1-1.filtered,NODE_129_length_162678_cov_3.057853_TL1-1_97,EmrB-QacA_family_major_facilitator_transporter,Copper_resistance,DNAK,12825,multidrug
AMDSedi,AMDSedi_TL1-1.concoct.38.contigs.fa_TL1-1.filtered,NODE_1420_length_43633_cov_3.070473_TL1-1_22,bcrA,Copper_resistance,ACTPC,15404,bacitracin
AMDSedi,AMDSedi_TL1-1.concoct.38.contigs.fa_TL1-1.filtered,NODE_1420_length_43633_cov_3.070473_TL1-1_36,tetA(48),Copper_resistance,ACTPC,28664,tetracycline
AMDSedi,AMDSedi_TL1-1.concoct.38.contigs.fa_TL1-1.filtered,NODE_150_length_152775_cov_3.045215_TL1-1_120,sul2,Arsenic_resistance,PSTB,1409,sulfonamide
AMDSedi,AMDSedi_TL1-1.concoct.38.contigs.fa_TL1-1.filtered,NODE_2417_length_31324_cov_3.150688_TL1-1_26,cystathionine_beta-lyase_patB,Multi-metal_resistance,IRLR,1985,unclassified
AMDSedi,AMDSedi_TL1-1.concoct.38.contigs.fa_TL1-1.filtered,NODE_595_length_73858_cov_3.387910_TL1-1_49,kasugamycin_resistance_protein_ksgA,Multi-metal_resistance,CORC,7348,aminoglycoside
AMDSedi,AMDSedi_TL1-1.concoct.51_sub.contigs.fa_TL1-1.filtered,NODE_2033_length_35119_cov_3.484911_TL1-1_20,PmrF,Copper_resistance,DNAK,10961,peptide
AMDSedi,AMDSedi_TL1-1.concoct.57.contigs.fa_TL1-1.filtered,NODE_12656_length_10231_cov_1.081354_TL1-1_3,emrK,Copper_resistance,CORR,7394,multidrug
AMDSedi,AMDSedi_TL1-1.concoct.57.contigs.fa_TL1-1.filtered,NODE_12656_length_10231_cov_1.081354_TL1-1_4,farB,Copper_resistance,CORR,5926,antibacterial_free_fatty_acids
AMDSedi,AMDSedi_TL1-1.concoct.64.contigs.fa_TL1-1.filtered,NODE_2607_length_29942_cov_2.852859_TL1-1_13,multidrug_ABC_transporter,Multi-metal_resistance,MGTA,1466,multidrug
AMDSedi,AMDSedi_TL1-1.concoct.64.contigs.fa_TL1-1.filtered,NODE_2607_length_29942_cov_2.852859_TL1-1_14,multidrug_ABC_transporter,Multi-metal_resistance,MGTA,3508,multidrug
AMDSedi,AMDSedi_TL1-1.concoct.64.contigs.fa_TL1-1.filtered,NODE_2887_length_27858_cov_2.756554_TL1-1_10,efrB,Multi-metal_resistance,MGTA,11278,multidrug
AMDSedi,AMDSedi_TL1-1.concoct.64.contigs.fa_TL1-1.filtered,NODE_2887_length_27858_cov_2.756554_TL1-1_9,efrA,Multi-metal_resistance,MGTA,8909,multidrug
AMDSedi,AMDSedi_TL1-1.concoct.70_sub.contigs.fa_TL1-1.filtered,NODE_200_length_131932_cov_6.293517_TL1-1_105,macA,Copper_resistance,CORR,17182,MLS
AMDSedi,AMDSedi_TL1-1.concoct.70_sub.contigs.fa_TL1-1.filtered,NODE_200_length_131932_cov_6.293517_TL1-1_66,bcrA,Copper_resistance,CORR,19510,bacitracin
AMDSedi,AMDSedi_TL1-1.concoct.85.contigs.fa_TL1-1.filtered,NODE_2104_length_34357_cov_3.212767_TL1-1_14,major_facilitator_superfamily_transporter,Copper_resistance,CTPV,16439,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.101_sub.contigs.fa_TL1-1.filtered,NODE_28853_length_5723_cov_5.461758_TL1-1_2,smeS,Multi-metal_resistance,IRLR,247,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.101_sub.contigs.fa_TL1-1.filtered,NODE_5506_length_18121_cov_6.365844_TL1-1_6,tetA(48),Iron_resistance,ACN,5255,tetracycline
AMDSedi,AMDSedi_TL1-1.metabat2.101_sub.contigs.fa_TL1-1.filtered,NODE_6097_length_16935_cov_7.060864_TL1-1_3,major_facilitator_superfamily_transporter,Copper_resistance,DNAK,4646,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.101_sub.contigs.fa_TL1-1.filtered,NODE_7964_length_14071_cov_6.935671_TL1-1_4,chloramphenicol_and_florfenicol_resistance,Multi-metal_resistance,RECGM,7584,phenicol
AMDSedi,AMDSedi_TL1-1.metabat2.112.contigs.fa_TL1-1.filtered,NODE_1428_length_43501_cov_2.560151_TL1-1_18,efrB,Multi-metal_resistance,NIA,758,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.112.contigs.fa_TL1-1.filtered,NODE_1428_length_43501_cov_2.560151_TL1-1_19,efrA,Multi-metal_resistance,NIA,2581,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.112.contigs.fa_TL1-1.filtered,NODE_2026_length_35200_cov_2.502039_TL1-1_18,rpoB2,Multi-metal_resistance,IRLR,12510,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.113.contigs.fa_TL1-1.filtered,NODE_337_length_102347_cov_2.267854_TL1-1_78,PmrF,Multi-metal_resistance,RUVBM,86026,peptide
AMDSedi,AMDSedi_TL1-1.metabat2.113.contigs.fa_TL1-1.filtered,NODE_366_length_97625_cov_2.213235_TL1-1_10,patA,Multi-metal_resistance,IRLR,26734,fluoroquinolone
AMDSedi,AMDSedi_TL1-1.metabat2.113.contigs.fa_TL1-1.filtered,NODE_366_length_97625_cov_2.213235_TL1-1_22,tetA(48),Multi-metal_resistance,IRLR,15723,tetracycline
AMDSedi,AMDSedi_TL1-1.metabat2.113.contigs.fa_TL1-1.filtered,NODE_5239_length_18780_cov_2.110438_TL1-1_10,multidrug_ABC_transporter,Zinc_resistance,ZRAR,7850,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.113.contigs.fa_TL1-1.filtered,NODE_5239_length_18780_cov_2.110438_TL1-1_11,multidrug_ABC_transporter,Zinc_resistance,ZRAR,9739,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.119.contigs.fa_TL1-1.filtered,NODE_1951_length_36058_cov_1.917314_TL1-1_31,penA,Copper_resistance,CORR,26997,beta-lactam
AMDSedi,AMDSedi_TL1-1.metabat2.126.contigs.fa_TL1-1.filtered,NODE_1272_length_46323_cov_1.487488_TL1-1_37,patA,Multi-metal_resistance,RECGM,7136,fluoroquinolone
AMDSedi,AMDSedi_TL1-1.metabat2.126.contigs.fa_TL1-1.filtered,NODE_1272_length_46323_cov_1.487488_TL1-1_5,tetA(48),Multi-metal_resistance,RECGM,40107,tetracycline
AMDSedi,AMDSedi_TL1-1.metabat2.13.contigs.fa_TL1-1.filtered,NODE_1472_length_42773_cov_2.155419_TL1-1_32,patA,Multi-metal_resistance,RECGM,9049,fluoroquinolone
AMDSedi,AMDSedi_TL1-1.metabat2.13.contigs.fa_TL1-1.filtered,NODE_328_length_103640_cov_2.215451_TL1-1_2,major_facilitator_superfamily_transporter,Copper_resistance,ACTPC,34972,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.13.contigs.fa_TL1-1.filtered,NODE_328_length_103640_cov_2.215451_TL1-1_29,sul4,Copper_resistance,ACTPC,5274,sulfonamide
AMDSedi,AMDSedi_TL1-1.metabat2.13.contigs.fa_TL1-1.filtered,NODE_335_length_102567_cov_2.134840_TL1-1_31,bcrA,Multi-metal_resistance,IRLR,9095,bacitracin
AMDSedi,AMDSedi_TL1-1.metabat2.132.contigs.fa_TL1-1.filtered,NODE_302_length_109317_cov_4.031880_TL1-1_25,multidrug_ABC_transporter,Copper_resistance,DNAK,33010,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.132.contigs.fa_TL1-1.filtered,NODE_44_length_257577_cov_4.047675_TL1-1_108,chloramphenicol_and_florfenicol_resistance,Copper_resistance,CORR,5036,phenicol
AMDSedi,AMDSedi_TL1-1.metabat2.132.contigs.fa_TL1-1.filtered,NODE_453_length_87599_cov_4.116723_TL1-1_33,patA,Copper_resistance,CORR,3133,fluoroquinolone
AMDSedi,AMDSedi_TL1-1.metabat2.132.contigs.fa_TL1-1.filtered,NODE_534_length_78242_cov_4.494681_TL1-1_29,penA,Multi-metal_resistance,CZRA,20341,beta-lactam
AMDSedi,AMDSedi_TL1-1.metabat2.132.contigs.fa_TL1-1.filtered,NODE_73_length_214657_cov_4.306829_TL1-1_174,sul4,Multi-metal_resistance,IRLR,13937,sulfonamide
AMDSedi,AMDSedi_TL1-1.metabat2.132.contigs.fa_TL1-1.filtered,NODE_73_length_214657_cov_4.306829_TL1-1_55,penA,Copper_resistance,CORR,71705,beta-lactam
AMDSedi,AMDSedi_TL1-1.metabat2.132.contigs.fa_TL1-1.filtered,NODE_73_length_214657_cov_4.306829_TL1-1_64,vanC,Copper_resistance,CORR,60040,glycopeptide
AMDSedi,AMDSedi_TL1-1.metabat2.132.contigs.fa_TL1-1.filtered,NODE_9_length_417138_cov_4.335320_TL1-1_59,EmrB-QacA_family_major_facilitator_transporter,Copper_resistance,CORR,72455,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.134.contigs.fa_TL1-1.filtered,NODE_3356_length_25380_cov_8.983923_TL1-1_3,multidrug_ABC_transporter,Copper_resistance,CORR,15876,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.134.contigs.fa_TL1-1.filtered,NODE_8042_length_13994_cov_8.846326_TL1-1_6,mexH,Multi-metal_resistance,SILA,3076,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.143_sub.contigs.fa_TL1-1.filtered,NODE_6823_length_15694_cov_20.463288_TL1-1_9,patA,Arsenic_resistance,AIOR,5473,fluoroquinolone
AMDSedi,AMDSedi_TL1-1.metabat2.146.contigs.fa_TL1-1.filtered,NODE_219_length_128310_cov_8.328054_TL1-1_52,tetA(48),Copper_resistance,DNAK,51228,tetracycline
AMDSedi,AMDSedi_TL1-1.metabat2.146.contigs.fa_TL1-1.filtered,NODE_219_length_128310_cov_8.328054_TL1-1_93,patA,Copper_resistance,DNAK,7811,fluoroquinolone
AMDSedi,AMDSedi_TL1-1.metabat2.146.contigs.fa_TL1-1.filtered,NODE_285_length_112060_cov_8.345287_TL1-1_23,lmrB,Iron_resistance,ACN,53988,MLS
AMDSedi,AMDSedi_TL1-1.metabat2.146.contigs.fa_TL1-1.filtered,NODE_285_length_112060_cov_8.345287_TL1-1_64,rpsD_(ramA_or_sud2),Iron_resistance,ACN,222,unclassified
AMDSedi,AMDSedi_TL1-1.metabat2.151_sub.contigs.fa_TL1-1.filtered,NODE_13382_length_9863_cov_2.835456_TL1-1_5,emrA,Arsenic_resistance,ARSM,2820,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.151_sub.contigs.fa_TL1-1.filtered,NODE_13382_length_9863_cov_2.835456_TL1-1_6,major_facilitator_superfamily_transporter,Arsenic_resistance,ARSM,1060,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.151_sub.contigs.fa_TL1-1.filtered,NODE_13490_length_9810_cov_3.032221_TL1-1_8,rpsD_(ramA_or_sud2),Iron_resistance,ACN,6586,unclassified
AMDSedi,AMDSedi_TL1-1.metabat2.151_sub.contigs.fa_TL1-1.filtered,NODE_2682_length_29331_cov_3.258595_TL1-1_16,bcrA,Multi-metal_resistance,MODB,8973,bacitracin
AMDSedi,AMDSedi_TL1-1.metabat2.151_sub.contigs.fa_TL1-1.filtered,NODE_3796_length_23364_cov_3.202393_TL1-1_18,vanH,Multi-metal_resistance,CUSA,6897,glycopeptide
AMDSedi,AMDSedi_TL1-1.metabat2.151_sub.contigs.fa_TL1-1.filtered,NODE_5568_length_17977_cov_3.306387_TL1-1_6,major_facilitator_superfamily_transporter,Arsenic_resistance,PSTB,1034,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.153.contigs.fa_TL1-1.filtered,NODE_1864_length_37229_cov_2.219260_TL1-1_20,tetA(48),Arsenic_resistance,AIOR,5339,tetracycline
AMDSedi,AMDSedi_TL1-1.metabat2.153.contigs.fa_TL1-1.filtered,NODE_2563_length_30286_cov_2.099871_TL1-1_3,penA,Copper_resistance,DNAK,4617,beta-lactam
AMDSedi,AMDSedi_TL1-1.metabat2.159.contigs.fa_TL1-1.filtered,NODE_185_length_137264_cov_6.905263_TL1-1_21,bcrA,Multi-metal_resistance,CUSA,18765,bacitracin
AMDSedi,AMDSedi_TL1-1.metabat2.159.contigs.fa_TL1-1.filtered,NODE_31_length_282387_cov_5.990498_TL1-1_10,cob(I)alamin_adenolsyltransferase,Copper_resistance,CTPV,63570,unclassified
AMDSedi,AMDSedi_TL1-1.metabat2.159.contigs.fa_TL1-1.filtered,NODE_31_length_282387_cov_5.990498_TL1-1_140,patA,Copper_resistance,CTPV,80446,fluoroquinolone
AMDSedi,AMDSedi_TL1-1.metabat2.159.contigs.fa_TL1-1.filtered,NODE_46_length_253579_cov_6.007165_TL1-1_101,vanH,Copper_resistance,DNAK,18176,glycopeptide
AMDSedi,AMDSedi_TL1-1.metabat2.159.contigs.fa_TL1-1.filtered,NODE_46_length_253579_cov_6.007165_TL1-1_105,mdtA,Copper_resistance,DNAK,12448,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.159.contigs.fa_TL1-1.filtered,NODE_46_length_253579_cov_6.007165_TL1-1_123,penA,Copper_resistance,DNAK,5198,beta-lactam
AMDSedi,AMDSedi_TL1-1.metabat2.159.contigs.fa_TL1-1.filtered,NODE_747_length_63880_cov_6.324565_TL1-1_52,emrA,Multi-metal_resistance,RUVBM,23846,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.169.contigs.fa_TL1-1.filtered,NODE_6293_length_16565_cov_3.001460_TL1-1_3,Staphylococcus_mupA_conferring_resistance_to_mupirocin,Arsenic_resistance,ARST,5787,mupirocin
AMDSedi,AMDSedi_TL1-1.metabat2.170_sub.contigs.fa_TL1-1.filtered,NODE_9789_length_12256_cov_5.265315_TL1-1_2,macB,Multi-metal_resistance,NIA,2248,MLS
AMDSedi,AMDSedi_TL1-1.metabat2.170_sub.contigs.fa_TL1-1.filtered,NODE_9789_length_12256_cov_5.265315_TL1-1_3,macA,Multi-metal_resistance,NIA,991,MLS
AMDSedi,AMDSedi_TL1-1.metabat2.172.contigs.fa_TL1-1.filtered,NODE_154_length_150530_cov_3.418835_TL1-1_98,multidrug_ABC_transporter,Multi-metal_resistance,RECGM,7107,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.172.contigs.fa_TL1-1.filtered,NODE_201_length_131758_cov_3.524892_TL1-1_39,tetA(48),Iron_resistance,ACN,4303,tetracycline
AMDSedi,AMDSedi_TL1-1.metabat2.172.contigs.fa_TL1-1.filtered,NODE_201_length_131758_cov_3.524892_TL1-1_90,PmrF,Iron_resistance,ACN,60571,peptide
AMDSedi,AMDSedi_TL1-1.metabat2.172.contigs.fa_TL1-1.filtered,NODE_261_length_117034_cov_3.647925_TL1-1_10,patA,Multi-metal_resistance,NIA,35792,fluoroquinolone
AMDSedi,AMDSedi_TL1-1.metabat2.172.contigs.fa_TL1-1.filtered,NODE_261_length_117034_cov_3.647925_TL1-1_98,major_facilitator_superfamily_transporter,Multi-metal_resistance,NIA,56966,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.172.contigs.fa_TL1-1.filtered,NODE_367_length_97457_cov_3.733166_TL1-1_34,bcrA,Multi-metal_resistance,CNRT,62477,bacitracin
AMDSedi,AMDSedi_TL1-1.metabat2.172.contigs.fa_TL1-1.filtered,NODE_42_length_260279_cov_3.543617_TL1-1_207,PBP-1B,Multi-metal_resistance,IRLR,45976,beta-lactam
AMDSedi,AMDSedi_TL1-1.metabat2.172.contigs.fa_TL1-1.filtered,NODE_42_length_260279_cov_3.543617_TL1-1_226,class_C,Multi-metal_resistance,IRLR,60948,beta-lactam
AMDSedi,AMDSedi_TL1-1.metabat2.172.contigs.fa_TL1-1.filtered,NODE_42_length_260279_cov_3.543617_TL1-1_40,sul4,Copper_resistance,DNAK,10783,sulfonamide
AMDSedi,AMDSedi_TL1-1.metabat2.172.contigs.fa_TL1-1.filtered,NODE_607_length_73196_cov_3.125580_TL1-1_4,OpmB,Multi-metal_resistance,CORB,44898,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.172.contigs.fa_TL1-1.filtered,NODE_607_length_73196_cov_3.125580_TL1-1_5,mdtC,Multi-metal_resistance,CORB,41803,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.172.contigs.fa_TL1-1.filtered,NODE_607_length_73196_cov_3.125580_TL1-1_7,MuxA,Multi-metal_resistance,CORB,37323,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.172.contigs.fa_TL1-1.filtered,NODE_632_length_71098_cov_3.506249_TL1-1_13,emrK,Multi-metal_resistance,IRLR,56107,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.172.contigs.fa_TL1-1.filtered,NODE_632_length_71098_cov_3.506249_TL1-1_14,emrB,Multi-metal_resistance,IRLR,54314,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.172.contigs.fa_TL1-1.filtered,NODE_82_length_204250_cov_3.543378_TL1-1_14,rpsD_(ramA_or_sud2),Copper_resistance,CORR,5021,unclassified
AMDSedi,AMDSedi_TL1-1.metabat2.173.contigs.fa_TL1-1.filtered,NODE_1041_length_51860_cov_6.043087_TL1-1_34,bcrA,Lead_resistance,PBRA,5641,bacitracin
AMDSedi,AMDSedi_TL1-1.metabat2.173.contigs.fa_TL1-1.filtered,NODE_151_length_152613_cov_6.155313_TL1-1_43,patA,Multi-metal_resistance,RUVBM,55176,fluoroquinolone
AMDSedi,AMDSedi_TL1-1.metabat2.173.contigs.fa_TL1-1.filtered,NODE_284_length_112085_cov_6.120456_TL1-1_4,TaeA,Copper_resistance,DNAK,99664,pleuromutilin
AMDSedi,AMDSedi_TL1-1.metabat2.173.contigs.fa_TL1-1.filtered,NODE_284_length_112085_cov_6.120456_TL1-1_73,vanE,Copper_resistance,DNAK,15691,glycopeptide
AMDSedi,AMDSedi_TL1-1.metabat2.173.contigs.fa_TL1-1.filtered,NODE_5425_length_18354_cov_6.199649_TL1-1_10,cob(I)alamin_adenolsyltransferase,Nickel_resistance,HOXN,7493,unclassified
AMDSedi,AMDSedi_TL1-1.metabat2.174.contigs.fa_TL1-1.filtered,NODE_2897_length_27819_cov_7.275928_TL1-1_21,multidrug_ABC_transporter,Copper_resistance,COPR,8148,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.174.contigs.fa_TL1-1.filtered,NODE_2897_length_27819_cov_7.275928_TL1-1_23,multidrug_ABC_transporter,Copper_resistance,COPR,10605,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.174.contigs.fa_TL1-1.filtered,NODE_66_length_219340_cov_7.930415_TL1-1_148,PmrF,Multi-metal_resistance,IRLR,64169,peptide
AMDSedi,AMDSedi_TL1-1.metabat2.174.contigs.fa_TL1-1.filtered,NODE_66_length_219340_cov_7.930415_TL1-1_165,tetB(48),Multi-metal_resistance,IRLR,78943,tetracycline
AMDSedi,AMDSedi_TL1-1.metabat2.174.contigs.fa_TL1-1.filtered,NODE_99_length_182054_cov_7.978937_TL1-1_21,tetA(48),Multi-metal_resistance,RUVBM,119996,tetracycline
AMDSedi,AMDSedi_TL1-1.metabat2.174.contigs.fa_TL1-1.filtered,NODE_99_length_182054_cov_7.978937_TL1-1_44,patA,Multi-metal_resistance,RUVBM,95979,fluoroquinolone
AMDSedi,AMDSedi_TL1-1.metabat2.181.contigs.fa_TL1-1.filtered,NODE_1002_length_53147_cov_1.318333_TL1-1_10,adeS,Copper_resistance,COPR,530,multidrug
AMDSedi,AMDSedi_TL1-1.metabat2.181.contigs.fa_TL1-1.filtered,NODE_1002_length_53147_cov_1.318333_TL1-1_31,sul4,Copper_resistance,COPR,21582,sulfonamide
AMDSedi,AMDSedi_TL1-1.metabat2.181.contigs.fa_TL1-1.filtered,NODE_1843_length_37408_cov_1.358762_TL1-1_7,patA,Multi-metal_resistance,NIA,9369,fluoroquinolone
AMDSedi,AMDSedi_TL1-1.metabat2.181.contigs.fa_TL1-1.filtered,NODE_4247_length_21587_cov_1.307735_TL1-1_6,vanL,Copper_resistance,CORR,5787,glycopeptide
AMDSedi,AMDSedi_TL1-1.metabat2.185.contigs.fa_TL1-1.filtered,NODE_104_length_178142_cov_10.222852_TL1-1_77,clbB,Copper_resistance,CORR,46574,phenicol
